word,rank,frequency,source
presenting,8431,0.00011861,google_20k_evaluation
cos,8432,0.00011860,google_20k_evaluation
troubleshooting,8433,0.00011858,google_20k_evaluation
uzbekistan,8434,0.00011857,google_20k_evaluation
indexes,8435,0.00011855,google_20k_evaluation
pac,8436,0.00011854,google_20k_evaluation
rl,8437,0.00011853,google_20k_evaluation
erp,8438,0.00011851,google_20k_evaluation
centuries,8439,0.00011850,google_20k_evaluation
gl,8440,0.00011848,google_20k_evaluation
magnitude,8441,0.00011847,google_20k_evaluation
ui,8442,0.00011846,google_20k_evaluation
richardson,8443,0.00011844,google_20k_evaluation
hindu,8444,0.00011843,google_20k_evaluation
dh,8445,0.00011841,google_20k_evaluation
fragrances,8446,0.00011840,google_20k_evaluation
vocabulary,8447,0.00011839,google_20k_evaluation
licking,8448,0.00011837,google_20k_evaluation
earthquake,8449,0.00011836,google_20k_evaluation
vpn,8450,0.00011834,google_20k_evaluation
fundraising,8451,0.00011833,google_20k_evaluation
fcc,8452,0.00011832,google_20k_evaluation
markers,8453,0.00011830,google_20k_evaluation
weights,8454,0.00011829,google_20k_evaluation
albania,8455,0.00011827,google_20k_evaluation
geological,8456,0.00011826,google_20k_evaluation
assessing,8457,0.00011825,google_20k_evaluation
lasting,8458,0.00011823,google_20k_evaluation
wicked,8459,0.00011822,google_20k_evaluation
eds,8460,0.00011820,google_20k_evaluation
introduces,8461,0.00011819,google_20k_evaluation
kills,8462,0.00011818,google_20k_evaluation
roommate,8463,0.00011816,google_20k_evaluation
webcams,8464,0.00011815,google_20k_evaluation
pushed,8465,0.00011813,google_20k_evaluation
webmasters,8466,0.00011812,google_20k_evaluation
ro,8467,0.00011811,google_20k_evaluation
df,8468,0.00011809,google_20k_evaluation
computational,8469,0.00011808,google_20k_evaluation
acdbentity,8470,0.00011806,google_20k_evaluation
participated,8471,0.00011805,google_20k_evaluation
junk,8472,0.00011804,google_20k_evaluation
handhelds,8473,0.00011802,google_20k_evaluation
wax,8474,0.00011801,google_20k_evaluation
lucy,8475,0.00011799,google_20k_evaluation
answering,8476,0.00011798,google_20k_evaluation
hans,8477,0.00011797,google_20k_evaluation
impressed,8478,0.00011795,google_20k_evaluation
slope,8479,0.00011794,google_20k_evaluation
reggae,8480,0.00011792,google_20k_evaluation
failures,8481,0.00011791,google_20k_evaluation
poet,8482,0.00011790,google_20k_evaluation
conspiracy,8483,0.00011788,google_20k_evaluation
surname,8484,0.00011787,google_20k_evaluation
theology,8485,0.00011786,google_20k_evaluation
nails,8486,0.00011784,google_20k_evaluation
evident,8487,0.00011783,google_20k_evaluation
whats,8488,0.00011781,google_20k_evaluation
rides,8489,0.00011780,google_20k_evaluation
rehab,8490,0.00011779,google_20k_evaluation
epic,8491,0.00011777,google_20k_evaluation
saturn,8492,0.00011776,google_20k_evaluation
organizer,8493,0.00011774,google_20k_evaluation
nut,8494,0.00011773,google_20k_evaluation
allergy,8495,0.00011772,google_20k_evaluation
sake,8496,0.00011770,google_20k_evaluation
twisted,8497,0.00011769,google_20k_evaluation
combinations,8498,0.00011767,google_20k_evaluation
preceding,8499,0.00011766,google_20k_evaluation
merit,8500,0.00011765,google_20k_evaluation
enzyme,8501,0.00011763,google_20k_evaluation
cumulative,8502,0.00011762,google_20k_evaluation
zshops,8503,0.00011761,google_20k_evaluation
planes,8504,0.00011759,google_20k_evaluation
edmonton,8505,0.00011758,google_20k_evaluation
tackle,8506,0.00011756,google_20k_evaluation
disks,8507,0.00011755,google_20k_evaluation
condo,8508,0.00011754,google_20k_evaluation
pokemon,8509,0.00011752,google_20k_evaluation
amplifier,8510,0.00011751,google_20k_evaluation
ambien,8511,0.00011750,google_20k_evaluation
arbitrary,8512,0.00011748,google_20k_evaluation
prominent,8513,0.00011747,google_20k_evaluation
retrieve,8514,0.00011745,google_20k_evaluation
lexington,8515,0.00011744,google_20k_evaluation
vernon,8516,0.00011743,google_20k_evaluation
sans,8517,0.00011741,google_20k_evaluation
worldcat,8518,0.00011740,google_20k_evaluation
titanium,8519,0.00011738,google_20k_evaluation
irs,8520,0.00011737,google_20k_evaluation
fairy,8521,0.00011736,google_20k_evaluation
builds,8522,0.00011734,google_20k_evaluation
contacted,8523,0.00011733,google_20k_evaluation
shaft,8524,0.00011732,google_20k_evaluation
lean,8525,0.00011730,google_20k_evaluation
bye,8526,0.00011729,google_20k_evaluation
cdt,8527,0.00011727,google_20k_evaluation
recorders,8528,0.00011726,google_20k_evaluation
occasional,8529,0.00011725,google_20k_evaluation
leslie,8530,0.00011723,google_20k_evaluation
casio,8531,0.00011722,google_20k_evaluation
deutsche,8532,0.00011721,google_20k_evaluation
ana,8533,0.00011719,google_20k_evaluation
postings,8534,0.00011718,google_20k_evaluation
innovations,8535,0.00011716,google_20k_evaluation
kitty,8536,0.00011715,google_20k_evaluation
postcards,8537,0.00011714,google_20k_evaluation
dude,8538,0.00011712,google_20k_evaluation
drain,8539,0.00011711,google_20k_evaluation
monte,8540,0.00011710,google_20k_evaluation
fires,8541,0.00011708,google_20k_evaluation
algeria,8542,0.00011707,google_20k_evaluation
blessed,8543,0.00011705,google_20k_evaluation
luis,8544,0.00011704,google_20k_evaluation
reviewing,8545,0.00011703,google_20k_evaluation
cardiff,8546,0.00011701,google_20k_evaluation
cornwall,8547,0.00011700,google_20k_evaluation
favors,8548,0.00011699,google_20k_evaluation
potato,8549,0.00011697,google_20k_evaluation
panic,8550,0.00011696,google_20k_evaluation
explicitly,8551,0.00011695,google_20k_evaluation
sticks,8552,0.00011693,google_20k_evaluation
leone,8553,0.00011692,google_20k_evaluation
transsexual,8554,0.00011690,google_20k_evaluation
ez,8555,0.00011689,google_20k_evaluation
citizenship,8556,0.00011688,google_20k_evaluation
excuse,8557,0.00011686,google_20k_evaluation
reforms,8558,0.00011685,google_20k_evaluation
basement,8559,0.00011684,google_20k_evaluation
onion,8560,0.00011682,google_20k_evaluation
strand,8561,0.00011681,google_20k_evaluation
pf,8562,0.00011680,google_20k_evaluation
sandwich,8563,0.00011678,google_20k_evaluation
uw,8564,0.00011677,google_20k_evaluation
lawsuit,8565,0.00011675,google_20k_evaluation
alto,8566,0.00011674,google_20k_evaluation
informative,8567,0.00011673,google_20k_evaluation
girlfriend,8568,0.00011671,google_20k_evaluation
bloomberg,8569,0.00011670,google_20k_evaluation
cheque,8570,0.00011669,google_20k_evaluation
hierarchy,8571,0.00011667,google_20k_evaluation
influenced,8572,0.00011666,google_20k_evaluation
banners,8573,0.00011665,google_20k_evaluation
reject,8574,0.00011663,google_20k_evaluation
eau,8575,0.00011662,google_20k_evaluation
abandoned,8576,0.00011660,google_20k_evaluation
bd,8577,0.00011659,google_20k_evaluation
circles,8578,0.00011658,google_20k_evaluation
italic,8579,0.00011656,google_20k_evaluation
beats,8580,0.00011655,google_20k_evaluation
merry,8581,0.00011654,google_20k_evaluation
mil,8582,0.00011652,google_20k_evaluation
scuba,8583,0.00011651,google_20k_evaluation
gore,8584,0.00011650,google_20k_evaluation
complement,8585,0.00011648,google_20k_evaluation
cult,8586,0.00011647,google_20k_evaluation
dash,8587,0.00011646,google_20k_evaluation
passive,8588,0.00011644,google_20k_evaluation
mauritius,8589,0.00011643,google_20k_evaluation
valued,8590,0.00011641,google_20k_evaluation
cage,8591,0.00011640,google_20k_evaluation
checklist,8592,0.00011639,google_20k_evaluation
bangbus,8593,0.00011637,google_20k_evaluation
requesting,8594,0.00011636,google_20k_evaluation
courage,8595,0.00011635,google_20k_evaluation
verde,8596,0.00011633,google_20k_evaluation
lauderdale,8597,0.00011632,google_20k_evaluation
scenarios,8598,0.00011631,google_20k_evaluation
gazette,8599,0.00011629,google_20k_evaluation
hitachi,8600,0.00011628,google_20k_evaluation
divx,8601,0.00011627,google_20k_evaluation
extraction,8602,0.00011625,google_20k_evaluation
batman,8603,0.00011624,google_20k_evaluation
elevation,8604,0.00011623,google_20k_evaluation
hearings,8605,0.00011621,google_20k_evaluation
coleman,8606,0.00011620,google_20k_evaluation
hugh,8607,0.00011618,google_20k_evaluation
lap,8608,0.00011617,google_20k_evaluation
utilization,8609,0.00011616,google_20k_evaluation
beverages,8610,0.00011614,google_20k_evaluation
calibration,8611,0.00011613,google_20k_evaluation
jake,8612,0.00011612,google_20k_evaluation
eval,8613,0.00011610,google_20k_evaluation
efficiently,8614,0.00011609,google_20k_evaluation
anaheim,8615,0.00011608,google_20k_evaluation
ping,8616,0.00011606,google_20k_evaluation
textbook,8617,0.00011605,google_20k_evaluation
dried,8618,0.00011604,google_20k_evaluation
entertaining,8619,0.00011602,google_20k_evaluation
prerequisite,8620,0.00011601,google_20k_evaluation
luther,8621,0.00011600,google_20k_evaluation
frontier,8622,0.00011598,google_20k_evaluation
settle,8623,0.00011597,google_20k_evaluation
stopping,8624,0.00011596,google_20k_evaluation
refugees,8625,0.00011594,google_20k_evaluation
knights,8626,0.00011593,google_20k_evaluation
hypothesis,8627,0.00011592,google_20k_evaluation
palmer,8628,0.00011590,google_20k_evaluation
medicines,8629,0.00011589,google_20k_evaluation
flux,8630,0.00011587,google_20k_evaluation
derby,8631,0.00011586,google_20k_evaluation
sao,8632,0.00011585,google_20k_evaluation
peaceful,8633,0.00011583,google_20k_evaluation
altered,8634,0.00011582,google_20k_evaluation
pontiac,8635,0.00011581,google_20k_evaluation
regression,8636,0.00011579,google_20k_evaluation
doctrine,8637,0.00011578,google_20k_evaluation
scenic,8638,0.00011577,google_20k_evaluation
trainers,8639,0.00011575,google_20k_evaluation
muze,8640,0.00011574,google_20k_evaluation
enhancements,8641,0.00011573,google_20k_evaluation
renewable,8642,0.00011571,google_20k_evaluation
intersection,8643,0.00011570,google_20k_evaluation
passwords,8644,0.00011569,google_20k_evaluation
sewing,8645,0.00011567,google_20k_evaluation
consistency,8646,0.00011566,google_20k_evaluation
collectors,8647,0.00011565,google_20k_evaluation
conclude,8648,0.00011563,google_20k_evaluation
recognised,8649,0.00011562,google_20k_evaluation
munich,8650,0.00011561,google_20k_evaluation
oman,8651,0.00011559,google_20k_evaluation
celebs,8652,0.00011558,google_20k_evaluation
gmc,8653,0.00011557,google_20k_evaluation
propose,8654,0.00011555,google_20k_evaluation
hh,8655,0.00011554,google_20k_evaluation
azerbaijan,8656,0.00011553,google_20k_evaluation
lighter,8657,0.00011551,google_20k_evaluation
rage,8658,0.00011550,google_20k_evaluation
adsl,8659,0.00011549,google_20k_evaluation
uh,8660,0.00011547,google_20k_evaluation
prix,8661,0.00011546,google_20k_evaluation
astrology,8662,0.00011545,google_20k_evaluation
advisors,8663,0.00011543,google_20k_evaluation
pavilion,8664,0.00011542,google_20k_evaluation
tactics,8665,0.00011541,google_20k_evaluation
trusts,8666,0.00011539,google_20k_evaluation
occurring,8667,0.00011538,google_20k_evaluation
supplemental,8668,0.00011537,google_20k_evaluation
travelling,8669,0.00011535,google_20k_evaluation
talented,8670,0.00011534,google_20k_evaluation
annie,8671,0.00011533,google_20k_evaluation
pillow,8672,0.00011531,google_20k_evaluation
induction,8673,0.00011530,google_20k_evaluation
derek,8674,0.00011529,google_20k_evaluation
precisely,8675,0.00011527,google_20k_evaluation
shorter,8676,0.00011526,google_20k_evaluation
harley,8677,0.00011525,google_20k_evaluation
spreading,8678,0.00011523,google_20k_evaluation
provinces,8679,0.00011522,google_20k_evaluation
relying,8680,0.00011521,google_20k_evaluation
finals,8681,0.00011519,google_20k_evaluation
paraguay,8682,0.00011518,google_20k_evaluation
steal,8683,0.00011517,google_20k_evaluation
parcel,8684,0.00011515,google_20k_evaluation
refined,8685,0.00011514,google_20k_evaluation
fd,8686,0.00011513,google_20k_evaluation
bo,8687,0.00011511,google_20k_evaluation
fifteen,8688,0.00011510,google_20k_evaluation
widespread,8689,0.00011509,google_20k_evaluation
incidence,8690,0.00011507,google_20k_evaluation
fears,8691,0.00011506,google_20k_evaluation
predict,8692,0.00011505,google_20k_evaluation
boutique,8693,0.00011504,google_20k_evaluation
acrylic,8694,0.00011502,google_20k_evaluation
rolled,8695,0.00011501,google_20k_evaluation
tuner,8696,0.00011500,google_20k_evaluation
avon,8697,0.00011498,google_20k_evaluation
incidents,8698,0.00011497,google_20k_evaluation
peterson,8699,0.00011496,google_20k_evaluation
rays,8700,0.00011494,google_20k_evaluation
asn,8701,0.00011493,google_20k_evaluation
shannon,8702,0.00011492,google_20k_evaluation
toddler,8703,0.00011490,google_20k_evaluation
enhancing,8704,0.00011489,google_20k_evaluation
flavor,8705,0.00011488,google_20k_evaluation
alike,8706,0.00011486,google_20k_evaluation
walt,8707,0.00011485,google_20k_evaluation
homeless,8708,0.00011484,google_20k_evaluation
horrible,8709,0.00011482,google_20k_evaluation
hungry,8710,0.00011481,google_20k_evaluation
metallic,8711,0.00011480,google_20k_evaluation
acne,8712,0.00011478,google_20k_evaluation
blocked,8713,0.00011477,google_20k_evaluation
interference,8714,0.00011476,google_20k_evaluation
warriors,8715,0.00011474,google_20k_evaluation
palestine,8716,0.00011473,google_20k_evaluation
listprice,8717,0.00011472,google_20k_evaluation
libs,8718,0.00011471,google_20k_evaluation
undo,8719,0.00011469,google_20k_evaluation
cadillac,8720,0.00011468,google_20k_evaluation
atmospheric,8721,0.00011467,google_20k_evaluation
malawi,8722,0.00011465,google_20k_evaluation
wm,8723,0.00011464,google_20k_evaluation
pk,8724,0.00011463,google_20k_evaluation
sagem,8725,0.00011461,google_20k_evaluation
knowledgestorm,8726,0.00011460,google_20k_evaluation
dana,8727,0.00011459,google_20k_evaluation
halo,8728,0.00011457,google_20k_evaluation
ppm,8729,0.00011456,google_20k_evaluation
curtis,8730,0.00011455,google_20k_evaluation
parental,8731,0.00011453,google_20k_evaluation
referenced,8732,0.00011452,google_20k_evaluation
strikes,8733,0.00011451,google_20k_evaluation
lesser,8734,0.00011450,google_20k_evaluation
publicity,8735,0.00011448,google_20k_evaluation
marathon,8736,0.00011447,google_20k_evaluation
ant,8737,0.00011446,google_20k_evaluation
proposition,8738,0.00011444,google_20k_evaluation
gays,8739,0.00011443,google_20k_evaluation
pressing,8740,0.00011442,google_20k_evaluation
gasoline,8741,0.00011440,google_20k_evaluation
apt,8742,0.00011439,google_20k_evaluation
dressed,8743,0.00011438,google_20k_evaluation
scout,8744,0.00011436,google_20k_evaluation
belfast,8745,0.00011435,google_20k_evaluation
exec,8746,0.00011434,google_20k_evaluation
dealt,8747,0.00011432,google_20k_evaluation
niagara,8748,0.00011431,google_20k_evaluation
inf,8749,0.00011430,google_20k_evaluation
eos,8750,0.00011429,google_20k_evaluation
warcraft,8751,0.00011427,google_20k_evaluation
charms,8752,0.00011426,google_20k_evaluation
catalyst,8753,0.00011425,google_20k_evaluation
trader,8754,0.00011423,google_20k_evaluation
bucks,8755,0.00011422,google_20k_evaluation
allowance,8756,0.00011421,google_20k_evaluation
vcr,8757,0.00011419,google_20k_evaluation
denial,8758,0.00011418,google_20k_evaluation
uri,8759,0.00011417,google_20k_evaluation
designation,8760,0.00011416,google_20k_evaluation
thrown,8761,0.00011414,google_20k_evaluation
prepaid,8762,0.00011413,google_20k_evaluation
raises,8763,0.00011412,google_20k_evaluation
gem,8764,0.00011410,google_20k_evaluation
duplicate,8765,0.00011409,google_20k_evaluation
electro,8766,0.00011408,google_20k_evaluation
criterion,8767,0.00011406,google_20k_evaluation
badge,8768,0.00011405,google_20k_evaluation
wrist,8769,0.00011404,google_20k_evaluation
civilization,8770,0.00011403,google_20k_evaluation
analyzed,8771,0.00011401,google_20k_evaluation
vietnamese,8772,0.00011400,google_20k_evaluation
heath,8773,0.00011399,google_20k_evaluation
tremendous,8774,0.00011397,google_20k_evaluation
ballot,8775,0.00011396,google_20k_evaluation
lexus,8776,0.00011395,google_20k_evaluation
varying,8777,0.00011393,google_20k_evaluation
remedies,8778,0.00011392,google_20k_evaluation
validity,8779,0.00011391,google_20k_evaluation
trustee,8780,0.00011390,google_20k_evaluation
maui,8781,0.00011388,google_20k_evaluation
handjobs,8782,0.00011387,google_20k_evaluation
weighted,8783,0.00011386,google_20k_evaluation
angola,8784,0.00011384,google_20k_evaluation
squirt,8785,0.00011383,google_20k_evaluation
performs,8786,0.00011382,google_20k_evaluation
plastics,8787,0.00011380,google_20k_evaluation
realm,8788,0.00011379,google_20k_evaluation
corrected,8789,0.00011378,google_20k_evaluation
jenny,8790,0.00011377,google_20k_evaluation
helmet,8791,0.00011375,google_20k_evaluation
salaries,8792,0.00011374,google_20k_evaluation
postcard,8793,0.00011373,google_20k_evaluation
elephant,8794,0.00011371,google_20k_evaluation
yemen,8795,0.00011370,google_20k_evaluation
encountered,8796,0.00011369,google_20k_evaluation
tsunami,8797,0.00011368,google_20k_evaluation
scholar,8798,0.00011366,google_20k_evaluation
nickel,8799,0.00011365,google_20k_evaluation
internationally,8800,0.00011364,google_20k_evaluation
surrounded,8801,0.00011362,google_20k_evaluation
psi,8802,0.00011361,google_20k_evaluation
buses,8803,0.00011360,google_20k_evaluation
expedia,8804,0.00011358,google_20k_evaluation
geology,8805,0.00011357,google_20k_evaluation
pct,8806,0.00011356,google_20k_evaluation
wb,8807,0.00011355,google_20k_evaluation
creatures,8808,0.00011353,google_20k_evaluation
coating,8809,0.00011352,google_20k_evaluation
commented,8810,0.00011351,google_20k_evaluation
wallet,8811,0.00011349,google_20k_evaluation
cleared,8812,0.00011348,google_20k_evaluation
smilies,8813,0.00011347,google_20k_evaluation
vids,8814,0.00011346,google_20k_evaluation
accomplish,8815,0.00011344,google_20k_evaluation
boating,8816,0.00011343,google_20k_evaluation
drainage,8817,0.00011342,google_20k_evaluation
shakira,8818,0.00011340,google_20k_evaluation
corners,8819,0.00011339,google_20k_evaluation
broader,8820,0.00011338,google_20k_evaluation
vegetarian,8821,0.00011337,google_20k_evaluation
rouge,8822,0.00011335,google_20k_evaluation
yeast,8823,0.00011334,google_20k_evaluation
yale,8824,0.00011333,google_20k_evaluation
newfoundland,8825,0.00011331,google_20k_evaluation
sn,8826,0.00011330,google_20k_evaluation
qld,8827,0.00011329,google_20k_evaluation
pas,8828,0.00011328,google_20k_evaluation
clearing,8829,0.00011326,google_20k_evaluation
investigated,8830,0.00011325,google_20k_evaluation
dk,8831,0.00011324,google_20k_evaluation
ambassador,8832,0.00011322,google_20k_evaluation
coated,8833,0.00011321,google_20k_evaluation
intend,8834,0.00011320,google_20k_evaluation
stephanie,8835,0.00011319,google_20k_evaluation
contacting,8836,0.00011317,google_20k_evaluation
vegetation,8837,0.00011316,google_20k_evaluation
doom,8838,0.00011315,google_20k_evaluation
findarticles,8839,0.00011313,google_20k_evaluation
louise,8840,0.00011312,google_20k_evaluation
kenny,8841,0.00011311,google_20k_evaluation
specially,8842,0.00011310,google_20k_evaluation
owen,8843,0.00011308,google_20k_evaluation
routines,8844,0.00011307,google_20k_evaluation
hitting,8845,0.00011306,google_20k_evaluation
yukon,8846,0.00011305,google_20k_evaluation
beings,8847,0.00011303,google_20k_evaluation
bite,8848,0.00011302,google_20k_evaluation
issn,8849,0.00011301,google_20k_evaluation
aquatic,8850,0.00011299,google_20k_evaluation
reliance,8851,0.00011298,google_20k_evaluation
habits,8852,0.00011297,google_20k_evaluation
striking,8853,0.00011296,google_20k_evaluation
myth,8854,0.00011294,google_20k_evaluation
infectious,8855,0.00011293,google_20k_evaluation
podcasts,8856,0.00011292,google_20k_evaluation
singh,8857,0.00011291,google_20k_evaluation
gig,8858,0.00011289,google_20k_evaluation
gilbert,8859,0.00011288,google_20k_evaluation
sas,8860,0.00011287,google_20k_evaluation
ferrari,8861,0.00011285,google_20k_evaluation
continuity,8862,0.00011284,google_20k_evaluation
brook,8863,0.00011283,google_20k_evaluation
fu,8864,0.00011282,google_20k_evaluation
outputs,8865,0.00011280,google_20k_evaluation
phenomenon,8866,0.00011279,google_20k_evaluation
ensemble,8867,0.00011278,google_20k_evaluation
insulin,8868,0.00011276,google_20k_evaluation
assured,8869,0.00011275,google_20k_evaluation
biblical,8870,0.00011274,google_20k_evaluation
weed,8871,0.00011273,google_20k_evaluation
conscious,8872,0.00011271,google_20k_evaluation
accent,8873,0.00011270,google_20k_evaluation
mysimon,8874,0.00011269,google_20k_evaluation
eleven,8875,0.00011268,google_20k_evaluation
wives,8876,0.00011266,google_20k_evaluation
ambient,8877,0.00011265,google_20k_evaluation
utilize,8878,0.00011264,google_20k_evaluation
mileage,8879,0.00011263,google_20k_evaluation
oecd,8880,0.00011261,google_20k_evaluation
prostate,8881,0.00011260,google_20k_evaluation
adaptor,8882,0.00011259,google_20k_evaluation
auburn,8883,0.00011257,google_20k_evaluation
unlock,8884,0.00011256,google_20k_evaluation
hyundai,8885,0.00011255,google_20k_evaluation
pledge,8886,0.00011254,google_20k_evaluation
vampire,8887,0.00011252,google_20k_evaluation
angela,8888,0.00011251,google_20k_evaluation
relates,8889,0.00011250,google_20k_evaluation
nitrogen,8890,0.00011249,google_20k_evaluation
xerox,8891,0.00011247,google_20k_evaluation
dice,8892,0.00011246,google_20k_evaluation
merger,8893,0.00011245,google_20k_evaluation
softball,8894,0.00011244,google_20k_evaluation
referrals,8895,0.00011242,google_20k_evaluation
quad,8896,0.00011241,google_20k_evaluation
dock,8897,0.00011240,google_20k_evaluation
differently,8898,0.00011238,google_20k_evaluation
firewire,8899,0.00011237,google_20k_evaluation
mods,8900,0.00011236,google_20k_evaluation
nextel,8901,0.00011235,google_20k_evaluation
framing,8902,0.00011233,google_20k_evaluation
organised,8903,0.00011232,google_20k_evaluation
musician,8904,0.00011231,google_20k_evaluation
blocking,8905,0.00011230,google_20k_evaluation
rwanda,8906,0.00011228,google_20k_evaluation
sorts,8907,0.00011227,google_20k_evaluation
integrating,8908,0.00011226,google_20k_evaluation
vsnet,8909,0.00011225,google_20k_evaluation
limiting,8910,0.00011223,google_20k_evaluation
dispatch,8911,0.00011222,google_20k_evaluation
revisions,8912,0.00011221,google_20k_evaluation
papua,8913,0.00011220,google_20k_evaluation
restored,8914,0.00011218,google_20k_evaluation
hint,8915,0.00011217,google_20k_evaluation
armor,8916,0.00011216,google_20k_evaluation
riders,8917,0.00011215,google_20k_evaluation
chargers,8918,0.00011213,google_20k_evaluation
remark,8919,0.00011212,google_20k_evaluation
dozens,8920,0.00011211,google_20k_evaluation
varies,8921,0.00011210,google_20k_evaluation
msie,8922,0.00011208,google_20k_evaluation
reasoning,8923,0.00011207,google_20k_evaluation
wn,8924,0.00011206,google_20k_evaluation
liz,8925,0.00011204,google_20k_evaluation
rendered,8926,0.00011203,google_20k_evaluation
picking,8927,0.00011202,google_20k_evaluation
charitable,8928,0.00011201,google_20k_evaluation
guards,8929,0.00011199,google_20k_evaluation
annotated,8930,0.00011198,google_20k_evaluation
ccd,8931,0.00011197,google_20k_evaluation
sv,8932,0.00011196,google_20k_evaluation
convinced,8933,0.00011194,google_20k_evaluation
openings,8934,0.00011193,google_20k_evaluation
buys,8935,0.00011192,google_20k_evaluation
burlington,8936,0.00011191,google_20k_evaluation
replacing,8937,0.00011189,google_20k_evaluation
researcher,8938,0.00011188,google_20k_evaluation
watershed,8939,0.00011187,google_20k_evaluation
councils,8940,0.00011186,google_20k_evaluation
occupations,8941,0.00011184,google_20k_evaluation
acknowledged,8942,0.00011183,google_20k_evaluation
nudity,8943,0.00011182,google_20k_evaluation
kruger,8944,0.00011181,google_20k_evaluation
pockets,8945,0.00011179,google_20k_evaluation
granny,8946,0.00011178,google_20k_evaluation
pork,8947,0.00011177,google_20k_evaluation
zu,8948,0.00011176,google_20k_evaluation
equilibrium,8949,0.00011174,google_20k_evaluation
viral,8950,0.00011173,google_20k_evaluation
inquire,8951,0.00011172,google_20k_evaluation
pipes,8952,0.00011171,google_20k_evaluation
characterized,8953,0.00011169,google_20k_evaluation
laden,8954,0.00011168,google_20k_evaluation
aruba,8955,0.00011167,google_20k_evaluation
cottages,8956,0.00011166,google_20k_evaluation
realtor,8957,0.00011164,google_20k_evaluation
merge,8958,0.00011163,google_20k_evaluation
privilege,8959,0.00011162,google_20k_evaluation
edgar,8960,0.00011161,google_20k_evaluation
develops,8961,0.00011159,google_20k_evaluation
qualifying,8962,0.00011158,google_20k_evaluation
chassis,8963,0.00011157,google_20k_evaluation
dubai,8964,0.00011156,google_20k_evaluation
estimation,8965,0.00011154,google_20k_evaluation
barn,8966,0.00011153,google_20k_evaluation
pushing,8967,0.00011152,google_20k_evaluation
llp,8968,0.00011151,google_20k_evaluation
fleece,8969,0.00011150,google_20k_evaluation
pediatric,8970,0.00011148,google_20k_evaluation
boc,8971,0.00011147,google_20k_evaluation
fare,8972,0.00011146,google_20k_evaluation
dg,8973,0.00011145,google_20k_evaluation
asus,8974,0.00011143,google_20k_evaluation
pierce,8975,0.00011142,google_20k_evaluation
allan,8976,0.00011141,google_20k_evaluation
dressing,8977,0.00011140,google_20k_evaluation
techrepublic,8978,0.00011138,google_20k_evaluation
sperm,8979,0.00011137,google_20k_evaluation
vg,8980,0.00011136,google_20k_evaluation
bald,8981,0.00011135,google_20k_evaluation
filme,8982,0.00011133,google_20k_evaluation
craps,8983,0.00011132,google_20k_evaluation
fuji,8984,0.00011131,google_20k_evaluation
frost,8985,0.00011130,google_20k_evaluation
leon,8986,0.00011128,google_20k_evaluation
institutes,8987,0.00011127,google_20k_evaluation
mold,8988,0.00011126,google_20k_evaluation
dame,8989,0.00011125,google_20k_evaluation
fo,8990,0.00011123,google_20k_evaluation
sally,8991,0.00011122,google_20k_evaluation
yacht,8992,0.00011121,google_20k_evaluation
tracy,8993,0.00011120,google_20k_evaluation
prefers,8994,0.00011119,google_20k_evaluation
drilling,8995,0.00011117,google_20k_evaluation
brochures,8996,0.00011116,google_20k_evaluation
herb,8997,0.00011115,google_20k_evaluation
tmp,8998,0.00011114,google_20k_evaluation
alot,8999,0.00011112,google_20k_evaluation
ate,9000,0.00011111,google_20k_evaluation
breach,9001,0.00011110,google_20k_evaluation
whale,9002,0.00011109,google_20k_evaluation
traveller,9003,0.00011107,google_20k_evaluation
appropriations,9004,0.00011106,google_20k_evaluation
suspected,9005,0.00011105,google_20k_evaluation
tomatoes,9006,0.00011104,google_20k_evaluation
benchmark,9007,0.00011102,google_20k_evaluation
beginners,9008,0.00011101,google_20k_evaluation
instructors,9009,0.00011100,google_20k_evaluation
highlighted,9010,0.00011099,google_20k_evaluation
bedford,9011,0.00011098,google_20k_evaluation
stationery,9012,0.00011096,google_20k_evaluation
idle,9013,0.00011095,google_20k_evaluation
mustang,9014,0.00011094,google_20k_evaluation
unauthorized,9015,0.00011093,google_20k_evaluation
clusters,9016,0.00011091,google_20k_evaluation
antibody,9017,0.00011090,google_20k_evaluation
competent,9018,0.00011089,google_20k_evaluation
momentum,9019,0.00011088,google_20k_evaluation
fin,9020,0.00011086,google_20k_evaluation
wiring,9021,0.00011085,google_20k_evaluation
io,9022,0.00011084,google_20k_evaluation
pastor,9023,0.00011083,google_20k_evaluation
mud,9024,0.00011082,google_20k_evaluation
calvin,9025,0.00011080,google_20k_evaluation
uni,9026,0.00011079,google_20k_evaluation
shark,9027,0.00011078,google_20k_evaluation
contributor,9028,0.00011077,google_20k_evaluation
demonstrates,9029,0.00011075,google_20k_evaluation
phases,9030,0.00011074,google_20k_evaluation
grateful,9031,0.00011073,google_20k_evaluation
emerald,9032,0.00011072,google_20k_evaluation
gradually,9033,0.00011071,google_20k_evaluation
laughing,9034,0.00011069,google_20k_evaluation
grows,9035,0.00011068,google_20k_evaluation
cliff,9036,0.00011067,google_20k_evaluation
desirable,9037,0.00011066,google_20k_evaluation
tract,9038,0.00011064,google_20k_evaluation
ul,9039,0.00011063,google_20k_evaluation
ballet,9040,0.00011062,google_20k_evaluation
ol,9041,0.00011061,google_20k_evaluation
journalist,9042,0.00011060,google_20k_evaluation
abraham,9043,0.00011058,google_20k_evaluation
js,9044,0.00011057,google_20k_evaluation
